"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Chromosome"	"WikiPathways"	"KEGG Pathways"	"Number of Razor Peptides"	"Abundances Grouped F1 126"	"Abundances Grouped F1 127"	"Abundances Grouped F1 128"	"Abundances Grouped F1 129"	"Abundances Grouped F1 130"	"Abundances Grouped F1 131"	"Found in Sample in S1 F1 126 Sample"	"Found in Sample in S2 F1 127 Sample"	"Found in Sample in S3 F1 128 Sample"	"Found in Sample in S4 F1 129 Sample"	"Found in Sample in S5 F1 130 Sample"	"Found in Sample in S6 F1 131 Sample"	"Modifications"
"False"	"IsMasterProtein"	"P02786"	"Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2"	"5"	"3"	"11"	"3"	"1"	"760"	"84.8"	"6.61"	"13.81"	"3"	"cell differentiation;cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport"	"cell surface;endosome;extracellular;membrane"	"protein binding;receptor activity;RNA binding;transporter activity"	"Pf02225, Pf04253, Pf04389"	"7037"	"ENSG00000072274.12"	"TFRC"	"3"	"Iron metabolism in placenta"	"Endocytosis; HIF-1 signaling pathway; Hematopoietic cell lineage; Phagosome"	"0"	"225.2"	"397.9"	"282.0"	"128.2"	"111.8"	"162.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P08133"	"Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3"	"5"	"4"	"8"	"4"	"1"	"673"	"75.8"	"5.60"	"13.80"	"4"	"cell organization and biogenesis;cellular homeostasis;regulation of biological process;response to stimulus;transport"	"cytoplasm;membrane;mitochondrion"	"metal ion binding;nucleotide binding;protein binding;transporter activity"	"Pf00191"	"309"	"ENSG00000197043.13"	"ANXA6"	"5"	"Prostaglandin Synthesis and Regulation; Calcium Regulation in the Cardiac Cell"	""	"0"	"238.8"	"463.4"	"381.3"	"224.7"	"212.8"	"257.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q13838"	"Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B PE=1 SV=1"	"9"	"3"	"7"	"1"	"1"	"428"	"49.0"	"5.67"	"13.65"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process;transport"	"cytoplasm;nucleus;spliceosomal complex"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00270, Pf00271, Pf14617"	"7919"	"ENSG00000225859.10; ENSG00000215425.11; ENSG00000198563.13; ENSG00000235439.10; ENSG00000230624.10; ENSG00000225073.10; ENSG00000229496.10"	"DDX39B"	"6; CHR_HSCHR6_MHC_MANN_CTG1; CHR_HSCHR6_MHC_QBL_CTG1; CHR_HSCHR6_MHC_SSTO_CTG1; CHR_HSCHR6_MHC_DBB_CTG1; CHR_HSCHR6_MHC_COX_CTG1; CHR_HSCHR6_MHC_MCF_CTG1"	""	"Spliceosome; mRNA surveillance pathway; RNA transport; Influenza A"	"2"	"199.3"	"433.1"	"392.4"	"229.0"	"220.2"	"273.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P02788"	"Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6"	"8"	"5"	"15"	"5"	"1"	"710"	"78.1"	"8.12"	"13.54"	"5"	"cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus;transport"	"cell surface;cytoplasm;extracellular;nucleus;organelle lumen"	"catalytic activity;DNA binding;enzyme regulator activity;metal ion binding;protein binding"	"Pf00405"	"4057"	"ENSG00000012223.12"	"LTF"	"3"	""	""	"0"	"874.2"	"78.4"	"68.7"	"56.3"	"129.1"	"48.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P84098"	"60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1"	"13"	"2"	"8"	"2"	"1"	"196"	"23.5"	"11.47"	"13.53"	"2"	"cell organization and biogenesis;metabolic process;transport"	"cytosol;membrane;ribosome"	"protein binding;RNA binding;structural molecule activity"	"Pf01280"	"6143"	"ENSG00000108298.9"	"RPL19"	"17"	"Cytoplasmic Ribosomal Proteins"	"Ribosome"	"0"	"390.6"	"475.4"	"390.5"	"236.0"	"172.4"	"199.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P61026"	"Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1"	"12"	"2"	"6"	"1"	"1"	"200"	"22.5"	"8.38"	"13.33"	"2"	"cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus;transport"	"cytosol;endoplasmic reticulum;endosome;Golgi;membrane"	"catalytic activity;nucleotide binding;protein binding"	"Pf00025, Pf00071, Pf04670, Pf08477"	"10890"	"ENSG00000084733.10"	"RAB10"	"2"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway"	"Endocytosis; AMPK signaling pathway"	"0"	"14.0"	"28.1"	"21.7"	"13.8"	"20.8"	"16.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O00299"	"Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4"	"12"	"2"	"5"	"2"	"1"	"241"	"26.9"	"5.17"	"13.27"	"2"	"metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;membrane;mitochondrion;nucleus"	"catalytic activity;protein binding;transporter activity"	"Pf00043, Pf13409, Pf13410, Pf13417"	"1192"	"ENSG00000213719.8; ENSG00000206394.8; ENSG00000230685.6; ENSG00000226248.6; ENSG00000223639.6; ENSG00000226651.6; ENSG00000226417.6"	"CLIC1"	"6; CHR_HSCHR6_MHC_QBL_CTG1; CHR_HSCHR6_MHC_COX_CTG1; CHR_HSCHR6_MHC_DBB_CTG1; CHR_HSCHR6_MHC_SSTO_CTG1; CHR_HSCHR6_MHC_MANN_CTG1; CHR_HSCHR6_MHC_MCF_CTG1"	""	""	"0"	"258.7"	"456.8"	"417.1"	"252.9"	"211.0"	"257.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q13185"	"Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4"	"12"	"2"	"7"	"2"	"1"	"183"	"20.8"	"5.33"	"13.22"	"2"	"cell organization and biogenesis;metabolic process;regulation of biological process"	"chromosome;membrane;nucleus"	"protein binding"	"Pf00385, Pf01393"	"11335; 90416"	"ENSG00000122565.18"	"CBX3; C15orf57; CCDC32"	"7; 15"	"Exercise-induced Circadian Regulation"	""	"0"	"259.4"	"502.4"	"442.5"	"280.4"	"278.6"	"347.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q14839"	"Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens GN=CHD4 PE=1 SV=2"	"1"	"2"	"7"	"2"	"1"	"1912"	"217.9"	"5.86"	"13.19"	"2"	"cell organization and biogenesis;metabolic process;regulation of biological process"	"cytoplasm;cytoskeleton;membrane;nucleus"	"catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding"	"Pf00176, Pf00271, Pf00385, Pf00628, Pf04851, Pf06461, Pf06465, Pf08073, Pf08074, Pf13831"	"1108"	"ENSG00000111642.14"	"CHD4"	"12"	""	"Viral carcinogenesis"	"0"	"48.5"	"101.2"	"79.3"	"49.7"	"44.4"	"72.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P11216"	"Glycogen phosphorylase, brain form OS=Homo sapiens GN=PYGB PE=1 SV=5"	"4"	"3"	"6"	"2"	"1"	"843"	"96.6"	"6.86"	"13.10"	"3"	"metabolic process;transport"	"cytoplasm;extracellular;membrane;organelle lumen"	"catalytic activity;protein binding"	"Pf00343"	"5834"	"ENSG00000100994.11"	"PYGB"	"20"	"Glycogen Metabolism"	"Insulin signaling pathway; Glucagon signaling pathway; Starch and sucrose metabolism; Metabolic pathways; Insulin resistance"	"1"	"180.2"	"425.4"	"337.4"	"175.1"	"123.4"	"165.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P48735"	"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2"	"6"	"3"	"5"	"3"	"1"	"452"	"50.9"	"8.69"	"12.97"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process"	"cytosol;membrane;mitochondrion;organelle lumen"	"catalytic activity;metal ion binding;nucleotide binding"	"Pf00180"	"3418"	"ENSG00000182054.9"	"IDH2"	"15"	"TCA Cycle"	"Peroxisome; Citrate cycle (TCA cycle); Carbon metabolism; Glutathione metabolism; Biosynthesis of amino acids; 2-Oxocarboxylic acid metabolism; Metabolic pathways"	"0"	"255.2"	"645.9"	"523.4"	"365.5"	"349.4"	"440.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q15056"	"Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5"	"11"	"3"	"6"	"3"	"1"	"248"	"27.4"	"7.23"	"12.91"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process;reproduction"	"cytoplasm;cytosol;membrane"	"catalytic activity;protein binding;RNA binding"	"Pf00076, Pf13893, Pf14259"	"7458"	"ENSG00000106682.14"	"EIF4H"	"7"	"Translation Factors"	""	"0"	"218.6"	"308.2"	"286.2"	"216.1"	"167.5"	"214.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q7KZF4"	"Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1"	"4"	"3"	"7"	"3"	"1"	"910"	"101.9"	"7.17"	"12.86"	"3"	"cell differentiation;metabolic process;regulation of biological process"	"cytoplasm;cytosol;membrane;mitochondrion;nucleus"	"catalytic activity;protein binding;RNA binding"	"Pf00565, Pf00567"	"27044"	"ENSG00000197157.10"	"SND1"	"7"	""	"Viral carcinogenesis; Epstein-Barr virus infection"	"0"	"109.3"	"230.1"	"207.5"	"126.3"	"112.9"	"133.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O95433"	"Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1"	"9"	"3"	"8"	"3"	"1"	"338"	"38.3"	"5.53"	"12.77"	"3"	"regulation of biological process;response to stimulus"	"cytoplasm;cytosol;endoplasmic reticulum"	"enzyme regulator activity;protein binding"	"Pf08327, Pf09229"	"10598"	"ENSG00000100591.7"	"AHSA1"	"14"	"T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection"	""	"0"	"188.2"	"339.1"	"303.3"	"216.1"	"234.6"	"261.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9NSB4"	"Keratin, type II cuticular Hb2 OS=Homo sapiens GN=KRT82 PE=1 SV=3"	"4"	"2"	"6"	"1"	"1"	"513"	"56.6"	"6.74"	"12.71"	"2"	"cell death"	"cytosol"	"structural molecule activity"	"Pf00038"	"3888"	"ENSG00000161850.2"	"KRT82"	"12"	""	""	"0"	"28.5"	"19.3"	"477.4"	"14.9"	"12.5"	"13.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"contaminant_INT-STD2"	"OVAL"	"10"	"3"	"13"	"3"	"1"	"385"	"42.7"	"5.29"	"12.63"	"3"	""	""	""	""	""	""	""	""	""	""	"0"	"165.0"	"108.9"	"77.9"	"135.1"	"141.8"	"216.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q92841"	"Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2"	"4"	"3"	"9"	"3"	"1"	"729"	"80.2"	"8.27"	"12.49"	"3"	"cell differentiation;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytosol;membrane;nucleus"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00270, Pf00271"	"10521"	"ENSG00000100201.20"	"DDX17"	"22"	"RIG-I-like Receptor Signaling"	""	"0"	"150.8"	"443.8"	"339.8"	"249.0"	"199.9"	"271.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q99497"	"Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2"	"12"	"2"	"8"	"2"	"1"	"189"	"19.9"	"6.79"	"12.42"	"2"	"cell communication;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus;transport"	"chromosome;cytoplasm;cytosol;endoplasmic reticulum;membrane;mitochondrion;nucleus;organelle lumen"	"antioxidant activity;catalytic activity;DNA binding;enzyme regulator activity;metal ion binding;protein binding;RNA binding"	"Pf01965, Pf13278"	"11315"	"ENSG00000116288.12"	"PARK7"	"1"	"Synaptic Vesicle Pathway; Androgen receptor signaling pathway; Parkinsons Disease Pathway"	"Parkinson's disease"	"0"	"555.5"	"644.6"	"641.3"	"356.9"	"389.3"	"368.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P25789"	"Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1"	"7"	"2"	"9"	"2"	"1"	"261"	"29.5"	"7.72"	"12.32"	"2"	"metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;nucleus;proteasome"	"catalytic activity;protein binding"	"Pf00227, Pf10584"	"5685"	"ENSG00000041357.15"	"PSMA4"	"15"	"Proteasome Degradation; Exercise-induced Circadian Regulation"	"Proteasome"	"0"	"196.5"	"437.0"	"342.9"	"254.4"	"288.6"	"240.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P45974"	"Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2"	"4"	"3"	"7"	"3"	"1"	"858"	"95.7"	"5.03"	"12.27"	"3"	"metabolic process;regulation of biological process"	"cytosol;vacuole"	"catalytic activity;metal ion binding;protein binding"	"Pf00443, Pf00627, Pf02148, Pf13423"	"8078"	"ENSG00000111667.13"	"USP5"	"12"	""	""	"0"	"170.3"	"174.6"	"165.7"	"99.2"	"111.4"	"110.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P00966"	"Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2"	"7"	"2"	"10"	"2"	"1"	"412"	"46.5"	"8.02"	"12.27"	"2"	"metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytosol;mitochondrion"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00764, Pf03054, Pf06508"	"445"	"ENSG00000130707.17"	"ASS1"	"9"	"Alanine and aspartate metabolism; Urea cycle and metabolism of amino groups; Amino Acid metabolism"	"Arginine biosynthesis; Alanine, aspartate and glutamate metabolism; Biosynthesis of amino acids; Metabolic pathways"	"0"	"144.8"	"347.3"	"246.4"	"170.2"	"115.8"	"228.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P25788"	"Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2"	"7"	"2"	"8"	"2"	"1"	"255"	"28.4"	"5.33"	"12.11"	"2"	"metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;nucleus;proteasome"	"catalytic activity;nucleotide binding;protein binding"	"Pf00227, Pf10584"	"5684"	"ENSG00000100567.12"	"PSMA3"	"14"	"Proteasome Degradation"	"Proteasome"	"0"	"181.5"	"304.5"	"284.2"	"173.3"	"188.1"	"211.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q96AE4"	"Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3"	"3"	"2"	"7"	"1"	"1"	"644"	"67.5"	"7.61"	"12.09"	"2"	"metabolic process;regulation of biological process"	"nucleus"	"DNA binding;protein binding;RNA binding"	"Pf00013, Pf07650, Pf13014"	"8880"	"ENSG00000162613.16"	"FUBP1"	"1"	""	""	"0"	"83.4"	"118.0"	"87.8"	"36.0"	"45.6"	"51.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q14204"	"Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5"	"1"	"5"	"9"	"5"	"1"	"4646"	"532.1"	"6.40"	"12.00"	"5"	"cell division;cell organization and biogenesis;cellular component movement;regulation of biological process;transport"	"cytoplasm;cytoskeleton;cytosol;extracellular;membrane;organelle lumen"	"catalytic activity;motor activity;nucleotide binding;protein binding;RNA binding"	"Pf00769, Pf03028, Pf03915, Pf04156, Pf07246, Pf07728, Pf08385, Pf08393, Pf12774, Pf12775, Pf12777, Pf12780, Pf12781, Pf13173, Pf13207, Pf13401"	"1778"	"ENSG00000197102.10"	"DYNC1H1"	"14"	""	"Phagosome; Salmonella infection; Vasopressin-regulated water reabsorption"	"0"	"180.5"	"432.9"	"386.1"	"228.5"	"251.2"	"316.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P20674"	"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2"	"11"	"2"	"7"	"2"	"1"	"150"	"16.8"	"6.79"	"11.99"	"2"	"metabolic process;transport"	"membrane;mitochondrion"	"catalytic activity;metal ion binding;protein binding;transporter activity"	"Pf02284"	"9377"	"ENSG00000178741.11"	"COX5A"	"15"	"Arachidonate Epoxygenase / Epoxide Hydrolase; Electron Transport Chain"	"Huntington's disease; Parkinson's disease; Alzheimer's disease; Oxidative phosphorylation; Non-alcoholic fatty liver disease (NAFLD); Metabolic pathways; Cardiac muscle contraction"	"0"	"325.6"	"394.2"	"380.6"	"150.0"	"119.4"	"121.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P04279"	"Semenogelin-1 OS=Homo sapiens GN=SEMG1 PE=1 SV=2"	"7"	"2"	"6"	"2"	"1"	"462"	"52.1"	"9.29"	"11.92"	"2"	"cell organization and biogenesis;coagulation;defense response;metabolic process;regulation of biological process;response to stimulus"	"extracellular;nucleus"	"metal ion binding;protein binding"	"Pf05474"	"6406"	"ENSG00000124233.11"	"SEMG1"	"20"	""	""	"0"	"1309.6"	"45.5"	"32.1"	"30.0"	"127.4"	"21.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P61221"	"ATP-binding cassette sub-family E member 1 OS=Homo sapiens GN=ABCE1 PE=1 SV=1"	"6"	"3"	"9"	"3"	"1"	"599"	"67.3"	"8.34"	"11.92"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process;transport"	"cytoplasm;cytosol;membrane;mitochondrion;organelle lumen"	"catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding"	"Pf00005, Pf04068, Pf13304, Pf13671"	"6059"	"ENSG00000164163.10"	"ABCE1"	"4"	""	""	"0"	"123.9"	"273.2"	"230.0"	"173.2"	"185.2"	"206.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q13435"	"Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2"	"2"	"2"	"5"	"2"	"1"	"895"	"100.2"	"5.67"	"11.86"	"2"	"metabolic process"	"nucleus;spliceosomal complex"	"protein binding;RNA binding"	"Pf02037, Pf04037, Pf04046"	"10992"	"ENSG00000087365.15"	"SF3B2"	"11"	"mRNA Processing"	"Spliceosome"	"0"	"217.0"	"242.0"	"215.9"	"178.7"	"178.5"	"204.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P49915"	"GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=1 SV=1"	"3"	"2"	"7"	"2"	"1"	"693"	"76.7"	"6.87"	"11.72"	"2"	"metabolic process"	"cytoplasm;cytosol"	"catalytic activity;nucleotide binding"	"Pf00117, Pf00733, Pf00958, Pf01171, Pf02540, Pf03054, Pf06508, Pf07722"	"8833"	"ENSG00000163655.15"	"GMPS"	"3"	""	"Purine metabolism; Metabolic pathways; Drug metabolism - other enzymes"	"0"	"109.1"	"263.6"	"224.9"	"147.4"	"115.2"	"136.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P39019"	"40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2"	"15"	"2"	"10"	"2"	"1"	"145"	"16.1"	"10.32"	"11.59"	"2"	"cell differentiation;cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;membrane;nucleus;ribosome"	"protein binding;RNA binding;structural molecule activity"	"Pf01090"	"6223"	"ENSG00000105372.6"	"RPS19"	"19"	"Cytoplasmic Ribosomal Proteins"	"Ribosome"	"0"	"394.9"	"455.4"	"404.7"	"214.4"	"217.2"	"220.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q8WUM4"	"Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1"	"4"	"3"	"7"	"3"	"1"	"868"	"96.0"	"6.52"	"11.56"	"3"	"cell death;cell division;cell organization and biogenesis;regulation of biological process;transport"	"cytoplasm;cytoskeleton;cytosol;extracellular;membrane"	"protein binding"	"Pf03097, Pf08391, Pf13949"	"10015"	"ENSG00000170248.13"	"PDCD6IP"	"3"	""	"Endocytosis"	"0"	"121.8"	"159.7"	"148.4"	"68.4"	"77.9"	"97.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q8TEM1"	"Nuclear pore membrane glycoprotein 210 OS=Homo sapiens GN=NUP210 PE=1 SV=3"	"2"	"3"	"10"	"3"	"1"	"1887"	"205.0"	"6.81"	"11.34"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process;transport"	"endoplasmic reticulum;membrane;nucleus"	"protein binding"	"Pf02368"	"23225"	"ENSG00000132182.11"	"NUP210"	"3"	""	"RNA transport"	"0"	"235.7"	"462.2"	"362.8"	"148.0"	"178.5"	"244.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9H3N1"	"Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1"	"7"	"2"	"5"	"2"	"1"	"280"	"31.8"	"4.98"	"11.31"	"2"	"cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport"	"endoplasmic reticulum;membrane"	"catalytic activity"	"Pf00085, Pf13098"	"81542"	"ENSG00000139921.12"	"TMX1"	"14"	""	""	"0"	"168.3"	"383.6"	"313.2"	"131.7"	"247.1"	"191.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q5T9A4"	"ATPase family AAA domain-containing protein 3B OS=Homo sapiens GN=ATAD3B PE=1 SV=1"	"2"	"2"	"5"	"2"	"1"	"648"	"72.5"	"9.20"	"11.26"	"2"	"transport"	"membrane;mitochondrion"	"catalytic activity;nucleotide binding;RNA binding"	"Pf00004, Pf00910, Pf01078, Pf05707, Pf07726, Pf07728, Pf12037, Pf13207, Pf13401"	"83858"	"ENSG00000160072.19"	"ATAD3B"	"1"	""	""	"0"	"123.4"	"411.1"	"343.1"	"110.9"	"244.4"	"254.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O60506"	"Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2"	"5"	"2"	"5"	"2"	"1"	"623"	"69.6"	"8.59"	"11.24"	"2"	"cell differentiation;metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;endoplasmic reticulum;membrane;nucleus;spliceosomal complex"	"protein binding;RNA binding"	"Pf00076, Pf13893, Pf14259"	"10492"	"ENSG00000135316.17"	"SYNCRIP"	"6"	""	""	"0"	"171.9"	"313.2"	"269.4"	"213.1"	"164.4"	"274.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P00558"	"Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3"	"4"	"2"	"6"	"2"	"1"	"417"	"44.6"	"8.10"	"11.20"	"2"	"cell differentiation;metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytosol;membrane"	"catalytic activity;nucleotide binding;protein binding"	"Pf00162"	"5230"	"ENSG00000102144.13"	"PGK1"	"X"	"Photodynamic therapy-induced HIF-1 survival signaling; Cori Cycle; Glycolysis and Gluconeogenesis"	"HIF-1 signaling pathway; Carbon metabolism; Glycolysis / Gluconeogenesis; Biosynthesis of amino acids; Metabolic pathways"	"0"	"372.5"	"593.6"	"540.6"	"323.8"	"295.3"	"345.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O75347"	"Tubulin-specific chaperone A OS=Homo sapiens GN=TBCA PE=1 SV=3"	"18"	"2"	"6"	"2"	"1"	"108"	"12.8"	"5.29"	"11.06"	"2"	"cell organization and biogenesis;metabolic process"	"cytoplasm;cytoskeleton"	"protein binding;RNA binding"	"Pf02970"	"6902"	"ENSG00000171530.13"	"TBCA"	"5"	""	""	"0"	"239.9"	"277.7"	"251.5"	"81.9"	"86.0"	"94.4"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P28838"	"Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3"	"4"	"2"	"7"	"2"	"1"	"519"	"56.1"	"7.93"	"10.88"	"2"	"metabolic process"	"cytoplasm;cytosol;mitochondrion;nucleus"	"catalytic activity;metal ion binding"	"Pf00883, Pf02789"	"51056"	"ENSG00000002549.12"	"LAP3"	"4"	""	"Glutathione metabolism; Metabolic pathways; Arginine and proline metabolism"	"0"	"150.0"	"187.0"	"173.4"	"124.6"	"109.6"	"129.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q96P63"	"Serpin B12 OS=Homo sapiens GN=SERPINB12 PE=1 SV=1"	"11"	"3"	"4"	"3"	"1"	"405"	"46.2"	"5.53"	"10.78"	"3"	"cell differentiation;regulation of biological process;transport"	"cytoplasm;membrane"	"enzyme regulator activity;protein binding"	"Pf00079"	"89777"	"ENSG00000166634.6"	"SERPINB12"	"18"	""	""	"0"	"318.4"	"51.5"	"67.5"	"58.6"	"119.8"	"52.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
